2023-03-30 08:48:03,770 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2023-03-30 08:48:03,820 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2023-03-30 08:48:03,820 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2023-03-30 08:48:03,820 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2023-03-30 08:48:03,820 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2023-03-30 08:48:03,820 INFO  SwAddin.cs: 197 - Setting up callbacks
2023-03-30 08:48:03,820 INFO  SwAddin.cs: 201 - Setting up command manager
2023-03-30 08:48:03,820 INFO  SwAddin.cs: 204 - Adding command manager
2023-03-30 08:48:03,830 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2023-03-30 08:48:03,830 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2023-03-30 08:48:03,830 INFO  SwAddin.cs: 210 - Adding event handlers
2023-03-30 08:48:03,830 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2023-03-30 08:49:16,094 INFO  SwAddin.cs: 294 - Assembly export called for file Wagon_FINAL.SLDASM
2023-03-30 08:49:16,103 INFO  SwAddin.cs: 299 - Save is required
2023-03-30 08:49:16,103 INFO  SwAddin.cs: 313 - Saving assembly
2023-03-30 08:49:17,158 INFO  SwAddin.cs: 316 - Opening property manager
2023-03-30 08:49:17,179 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Wagon_FINAL.SLDASM
2023-03-30 08:49:17,191 INFO  ExportHelperExtension.cs: 1136 - Found 75 in Wagon_FINAL.SLDASM
2023-03-30 08:49:17,199 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Wagon_FINAL.SLDASM
2023-03-30 08:49:17,199 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-03-30 08:49:17,199 INFO  ExportHelperExtension.cs: 1160 - 16 components to check
2023-03-30 08:49:17,199 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from BatteryPack-1
2023-03-30 08:49:17,209 INFO  ExportHelperExtension.cs: 1136 - Found 27 in BatteryPack-1
2023-03-30 08:49:17,209 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in BatteryPack-1
2023-03-30 08:49:17,209 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from GliderM4_13-1
2023-03-30 08:49:17,209 INFO  ExportHelperExtension.cs: 1136 - Found 30 in GliderM4_13-1
2023-03-30 08:49:17,209 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in GliderM4_13-1
2023-03-30 08:49:17,209 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Spacer30-1
2023-03-30 08:49:17,209 INFO  ExportHelperExtension.cs: 1136 - Found 26 in Spacer30-1
2023-03-30 08:49:17,209 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Spacer30-1
2023-03-30 08:49:17,219 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Spacer30-2
2023-03-30 08:49:17,219 INFO  ExportHelperExtension.cs: 1136 - Found 26 in Spacer30-2
2023-03-30 08:49:17,219 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Spacer30-2
2023-03-30 08:49:17,219 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Motor-1
2023-03-30 08:49:17,219 INFO  ExportHelperExtension.cs: 1136 - Found 29 in Motor-1
2023-03-30 08:49:17,219 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Motor-1
2023-03-30 08:49:17,219 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Motor-2
2023-03-30 08:49:17,219 INFO  ExportHelperExtension.cs: 1136 - Found 29 in Motor-2
2023-03-30 08:49:17,219 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Motor-2
2023-03-30 08:49:17,219 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Spacer-1
2023-03-30 08:49:17,337 INFO  ExportHelperExtension.cs: 1136 - Found 29 in Spacer-1
2023-03-30 08:49:17,341 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Spacer-1
2023-03-30 08:49:17,341 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from LiDAR-1
2023-03-30 08:49:17,343 INFO  ExportHelperExtension.cs: 1136 - Found 23 in LiDAR-1
2023-03-30 08:49:17,343 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in LiDAR-1
2023-03-30 08:49:17,343 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Wheel complete-1
2023-03-30 08:49:17,343 INFO  ExportHelperExtension.cs: 1136 - Found 26 in Wheel complete-1
2023-03-30 08:49:17,343 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Wheel complete-1
2023-03-30 08:49:17,343 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ArduinoMega_Mount_Plate-1
